rule,string,count
12490,0101001100001100,6
12491,1101001100001100,7
12492,0011001100001100,6
12493,1011001100001100,7
12494,0111001100001100,7
12495,1111001100001100,8
12496,0000101100001100,5
12497,1000101100001100,6
12498,0100101100001100,6
12499,1100101100001100,7
12500,0010101100001100,6
12501,1010101100001100,7
12502,0110101100001100,7
12503,1110101100001100,8
12504,0001101100001100,6
12505,1001101100001100,7
12506,0101101100001100,7
12507,1101101100001100,8
12508,0011101100001100,7
12509,1011101100001100,8
12510,0111101100001100,8
12511,1111101100001100,9
12512,0000011100001100,5
12513,1000011100001100,6
12514,0100011100001100,6
12515,1100011100001100,7
12516,0010011100001100,6
12517,1010011100001100,7
12518,0110011100001100,7
12519,1110011100001100,8
12520,0001011100001100,6
12521,1001011100001100,7
12522,0101011100001100,7
12523,1101011100001100,8
12524,0011011100001100,7
12525,1011011100001100,8
12526,0111011100001100,8
12527,1111011100001100,9
12528,0000111100001100,6
12529,1000111100001100,7
12530,0100111100001100,7
12531,1100111100001100,8
12532,0010111100001100,7
12533,1010111100001100,8
12534,0110111100001100,8
12535,1110111100001100,9
12536,0001111100001100,7
12537,1001111100001100,8
12538,0101111100001100,8
12539,1101111100001100,9
12540,0011111100001100,8
12541,1011111100001100,9
12542,0111111100001100,9
12543,1111111100001100,10
12544,0000000010001100,3
12545,1000000010001100,4
12546,0100000010001100,4
12547,1100000010001100,5
12548,0010000010001100,4
12549,1010000010001100,5
12550,0110000010001100,5
12551,1110000010001100,6
12552,0001000010001100,4
12553,1001000010001100,5
12554,0101000010001100,5
12555,1101000010001100,6
12556,0011000010001100,5
12557,1011000010001100,6
12558,0111000010001100,6
12559,1111000010001100,7
12560,0000100010001100,4
12561,1000100010001100,5
12562,0100100010001100,5
12563,1100100010001100,6
12564,0010100010001100,5
12565,1010100010001100,6
12566,0110100010001100,6
12567,1110100010001100,7
12568,0001100010001100,5
12569,1001100010001100,6
12570,0101100010001100,6
12571,1101100010001100,7
12572,0011100010001100,6
12573,1011100010001100,7
12574,0111100010001100,7
12575,1111100010001100,8
12576,0000010010001100,4
12577,1000010010001100,5
12578,0100010010001100,5
12579,1100010010001100,6
12580,0010010010001100,5
12581,1010010010001100,6
12582,0110010010001100,6
12583,1110010010001100,7
12584,0001010010001100,5
12585,1001010010001100,6
12586,0101010010001100,6
12587,1101010010001100,7
12588,0011010010001100,6
12589,1011010010001100,7
12590,0111010010001100,7
12591,1111010010001100,8
12592,0000110010001100,5
12593,1000110010001100,6
12594,0100110010001100,6
12595,1100110010001100,7
12596,0010110010001100,6
12597,1010110010001100,7
12598,0110110010001100,7
12599,1110110010001100,8
12600,0001110010001100,6
12601,1001110010001100,7
12602,0101110010001100,7
12603,1101110010001100,8
12604,0011110010001100,7
12605,1011110010001100,8
12606,0111110010001100,8
12607,1111110010001100,9
12608,0000001010001100,4
12609,1000001010001100,5
12610,0100001010001100,5
12611,1100001010001100,6
12612,0010001010001100,5
12613,1010001010001100,6
12614,0110001010001100,6
12615,1110001010001100,7
12616,0001001010001100,5
12617,1001001010001100,6
12618,0101001010001100,6
12619,1101001010001100,7
12620,0011001010001100,6
12621,1011001010001100,7
12622,0111001010001100,7
12623,1111001010001100,8
12624,0000101010001100,5
12625,1000101010001100,6
12626,0100101010001100,6
12627,1100101010001100,7
12628,0010101010001100,6
12629,1010101010001100,7
12630,0110101010001100,7
12631,1110101010001100,8
12632,0001101010001100,6
12633,1001101010001100,7
12634,0101101010001100,7
12635,1101101010001100,8
12636,0011101010001100,7
12637,1011101010001100,8
12638,0111101010001100,8
12639,1111101010001100,9
12640,0000011010001100,5
12641,1000011010001100,6
12642,0100011010001100,6
12643,1100011010001100,7
12644,0010011010001100,6
12645,1010011010001100,7
12646,0110011010001100,7
12647,1110011010001100,8
12648,0001011010001100,6
12649,1001011010001100,7
12650,0101011010001100,7
12651,1101011010001100,8
12652,0011011010001100,7
12653,1011011010001100,8
12654,0111011010001100,8
12655,1111011010001100,9
12656,0000111010001100,6
12657,1000111010001100,7
12658,0100111010001100,7
12659,1100111010001100,8
12660,0010111010001100,7
12661,1010111010001100,8
12662,0110111010001100,8
12663,1110111010001100,9
12664,0001111010001100,7
12665,1001111010001100,8
12666,0101111010001100,8
12667,1101111010001100,9
12668,0011111010001100,8
12669,1011111010001100,9
12670,0111111010001100,9
12671,1111111010001100,10
12672,0000000110001100,4
12673,1000000110001100,5
12674,0100000110001100,5
12675,1100000110001100,6
12676,0010000110001100,5
12677,1010000110001100,6
12678,0110000110001100,6
12679,1110000110001100,7
12680,0001000110001100,5
12681,1001000110001100,6
12682,0101000110001100,6
12683,1101000110001100,7
12684,0011000110001100,6
12685,1011000110001100,7
12686,0111000110001100,7
12687,1111000110001100,8
12688,0000100110001100,5
12689,1000100110001100,6
12690,0100100110001100,6
12691,1100100110001100,7
12692,0010100110001100,6
12693,1010100110001100,7
12694,0110100110001100,7
12695,1110100110001100,8
12696,0001100110001100,6
12697,1001100110001100,7
12698,0101100110001100,7
12699,1101100110001100,8
12700,0011100110001100,7
12701,1011100110001100,8
12702,0111100110001100,8
12703,1111100110001100,9
12704,0000010110001100,5
12705,1000010110001100,6
12706,0100010110001100,6
12707,1100010110001100,7
12708,0010010110001100,6
12709,1010010110001100,7
12710,0110010110001100,7
12711,1110010110001100,8
12712,0001010110001100,6
12713,1001010110001100,7
12714,0101010110001100,7
12715,1101010110001100,8
12716,0011010110001100,7
12717,1011010110001100,8
12718,0111010110001100,8
12719,1111010110001100,9
12720,0000110110001100,6
12721,1000110110001100,7
12722,0100110110001100,7
12723,1100110110001100,8
12724,0010110110001100,7
12725,1010110110001100,8
12726,0110110110001100,8
12727,1110110110001100,9
12728,0001110110001100,7
12729,1001110110001100,8
12730,0101110110001100,8
12731,1101110110001100,9
12732,0011110110001100,8
12733,1011110110001100,9
12734,0111110110001100,9
12735,1111110110001100,10
12736,0000001110001100,5
12737,1000001110001100,6
12738,0100001110001100,6
12739,1100001110001100,7
12740,0010001110001100,6
12741,1010001110001100,7
12742,0110001110001100,7
12743,1110001110001100,8
12744,0001001110001100,6
12745,1001001110001100,7
12746,0101001110001100,7
12747,1101001110001100,8
12748,0011001110001100,7
12749,1011001110001100,8
12750,0111001110001100,8
12751,1111001110001100,9
12752,0000101110001100,6
12753,1000101110001100,7
12754,0100101110001100,7
12755,1100101110001100,8
12756,0010101110001100,7
12757,1010101110001100,8
12758,0110101110001100,8
12759,1110101110001100,9
12760,0001101110001100,7
12761,1001101110001100,8
12762,0101101110001100,8
12763,1101101110001100,9
12764,0011101110001100,8
12765,1011101110001100,9
12766,0111101110001100,9
12767,1111101110001100,10
12768,0000011110001100,6
12769,1000011110001100,7
12770,0100011110001100,7
12771,1100011110001100,8
12772,0010011110001100,7
12773,1010011110001100,8
12774,0110011110001100,8
12775,1110011110001100,9
12776,0001011110001100,7
12777,1001011110001100,8
12778,0101011110001100,8
12779,1101011110001100,9
12780,0011011110001100,8
12781,1011011110001100,9
12782,0111011110001100,9
12783,1111011110001100,10
12784,0000111110001100,7
12785,1000111110001100,8
12786,0100111110001100,8
12787,1100111110001100,9
12788,0010111110001100,8
12789,1010111110001100,9
12790,0110111110001100,9
12791,1110111110001100,10
12792,0001111110001100,8
12793,1001111110001100,9
12794,0101111110001100,9
12795,1101111110001100,10
12796,0011111110001100,9
12797,1011111110001100,10
12798,0111111110001100,10
12799,1111111110001100,11
12800,0000000001001100,3
12801,1000000001001100,4
12802,0100000001001100,4
12803,1100000001001100,5
12804,0010000001001100,4
12805,1010000001001100,5
12806,0110000001001100,5
12807,1110000001001100,6
12808,0001000001001100,4
12809,1001000001001100,5
12810,0101000001001100,5
12811,1101000001001100,6
12812,0011000001001100,5
12813,1011000001001100,6
12814,0111000001001100,6
12815,1111000001001100,7
12816,0000100001001100,4
12817,1000100001001100,5
12818,0100100001001100,5
12819,1100100001001100,6
12820,0010100001001100,5
12821,1010100001001100,6
12822,0110100001001100,6
12823,1110100001001100,7
12824,0001100001001100,5
12825,1001100001001100,6
12826,0101100001001100,6
12827,1101100001001100,7
12828,0011100001001100,6
12829,1011100001001100,7
12830,0111100001001100,7
12831,1111100001001100,8
12832,0000010001001100,4
12833,1000010001001100,5
12834,0100010001001100,5
12835,1100010001001100,6
12836,0010010001001100,5
12837,1010010001001100,6
12838,0110010001001100,6
12839,1110010001001100,7
12840,0001010001001100,5
12841,1001010001001100,6
12842,0101010001001100,6
12843,1101010001001100,7
12844,0011010001001100,6
12845,1011010001001100,7
12846,0111010001001100,7
12847,1111010001001100,8
12848,0000110001001100,5
12849,1000110001001100,6
12850,0100110001001100,6
12851,1100110001001100,7
12852,0010110001001100,6
12853,1010110001001100,7
12854,0110110001001100,7
12855,1110110001001100,8
12856,0001110001001100,6
12857,1001110001001100,7
12858,0101110001001100,7
12859,1101110001001100,8
12860,0011110001001100,7
12861,1011110001001100,8
12862,0111110001001100,8
12863,1111110001001100,9
12864,0000001001001100,4
12865,1000001001001100,5
12866,0100001001001100,5
12867,1100001001001100,6
12868,0010001001001100,5
12869,1010001001001100,6
12870,0110001001001100,6
12871,1110001001001100,7
12872,0001001001001100,5
12873,1001001001001100,6
12874,0101001001001100,6
12875,1101001001001100,7
12876,0011001001001100,6
12877,1011001001001100,7
12878,0111001001001100,7
12879,1111001001001100,8
12880,0000101001001100,5
12881,1000101001001100,6
12882,0100101001001100,6
12883,1100101001001100,7
12884,0010101001001100,6
12885,1010101001001100,7
12886,0110101001001100,7
12887,1110101001001100,8
12888,0001101001001100,6
12889,1001101001001100,7
12890,0101101001001100,7
12891,1101101001001100,8
12892,0011101001001100,7
12893,1011101001001100,8
12894,0111101001001100,8
12895,1111101001001100,9
12896,0000011001001100,5
12897,1000011001001100,6
12898,0100011001001100,6
12899,1100011001001100,7
12900,0010011001001100,6
12901,1010011001001100,7
12902,0110011001001100,7
12903,1110011001001100,8
12904,0001011001001100,6
12905,1001011001001100,7
12906,0101011001001100,7
12907,1101011001001100,8
12908,0011011001001100,7
12909,1011011001001100,8
12910,0111011001001100,8
12911,1111011001001100,9
12912,0000111001001100,6
12913,1000111001001100,7
12914,0100111001001100,7
12915,1100111001001100,8
12916,0010111001001100,7
12917,1010111001001100,8
12918,0110111001001100,8
12919,1110111001001100,9
12920,0001111001001100,7
12921,1001111001001100,8
12922,0101111001001100,8
12923,1101111001001100,9
12924,0011111001001100,8
12925,1011111001001100,9
12926,0111111001001100,9
12927,1111111001001100,10
12928,0000000101001100,4
12929,1000000101001100,5
12930,0100000101001100,5
12931,1100000101001100,6
12932,0010000101001100,5
12933,1010000101001100,6
12934,0110000101001100,6
12935,1110000101001100,7
12936,0001000101001100,5
12937,1001000101001100,6
12938,0101000101001100,6
12939,1101000101001100,7
12940,0011000101001100,6
12941,1011000101001100,7
12942,0111000101001100,7
12943,1111000101001100,8
12944,0000100101001100,5
12945,1000100101001100,6
12946,0100100101001100,6
12947,1100100101001100,7
12948,0010100101001100,6
12949,1010100101001100,7
12950,0110100101001100,7
12951,1110100101001100,8
12952,0001100101001100,6
12953,1001100101001100,7
12954,0101100101001100,7
12955,1101100101001100,8
12956,0011100101001100,7
12957,1011100101001100,8
12958,0111100101001100,8
12959,1111100101001100,9
12960,0000010101001100,5
12961,1000010101001100,6
12962,0100010101001100,6
12963,1100010101001100,7
12964,0010010101001100,6
12965,1010010101001100,7
12966,0110010101001100,7
12967,1110010101001100,8
12968,0001010101001100,6
12969,1001010101001100,7
12970,0101010101001100,7
12971,1101010101001100,8
12972,0011010101001100,7
12973,1011010101001100,8
12974,0111010101001100,8
12975,1111010101001100,9
12976,0000110101001100,6
12977,1000110101001100,7
12978,0100110101001100,7
12979,1100110101001100,8
12980,0010110101001100,7
12981,1010110101001100,8
12982,0110110101001100,8
12983,1110110101001100,9
12984,0001110101001100,7
12985,1001110101001100,8
12986,0101110101001100,8
12987,1101110101001100,9
12988,0011110101001100,8
12989,1011110101001100,9
12990,0111110101001100,9
12991,1111110101001100,10
12992,0000001101001100,5
12993,1000001101001100,6
12994,0100001101001100,6
12995,1100001101001100,7
12996,0010001101001100,6
12997,1010001101001100,7
12998,0110001101001100,7
12999,1110001101001100,8
13000,0001001101001100,6
13001,1001001101001100,7
13002,0101001101001100,7
13003,1101001101001100,8
13004,0011001101001100,7
13005,1011001101001100,8
13006,0111001101001100,8
13007,1111001101001100,9
13008,0000101101001100,6
13009,1000101101001100,7
13010,0100101101001100,7
13011,1100101101001100,8
13012,0010101101001100,7
13013,1010101101001100,8
13014,0110101101001100,8
13015,1110101101001100,9
13016,0001101101001100,7
13017,1001101101001100,8
13018,0101101101001100,8
13019,1101101101001100,9
13020,0011101101001100,8
13021,1011101101001100,9
13022,0111101101001100,9
13023,1111101101001100,10
13024,0000011101001100,6
13025,1000011101001100,7
13026,0100011101001100,7
13027,1100011101001100,8
13028,0010011101001100,7
13029,1010011101001100,8
13030,0110011101001100,8
13031,1110011101001100,9
13032,0001011101001100,7
13033,1001011101001100,8
13034,0101011101001100,8
13035,1101011101001100,9
13036,0011011101001100,8
13037,1011011101001100,9
13038,0111011101001100,9
13039,1111011101001100,10
13040,0000111101001100,7
13041,1000111101001100,8
13042,0100111101001100,8
13043,1100111101001100,9
13044,0010111101001100,8
13045,1010111101001100,9
13046,0110111101001100,9
13047,1110111101001100,10
13048,0001111101001100,8
13049,1001111101001100,9
13050,0101111101001100,9
13051,1101111101001100,10
13052,0011111101001100,9
13053,1011111101001100,10
13054,0111111101001100,10
13055,1111111101001100,11
13056,0000000011001100,4
13057,1000000011001100,5
13058,0100000011001100,5
13059,1100000011001100,6
13060,0010000011001100,5
13061,1010000011001100,6
13062,0110000011001100,6
13063,1110000011001100,7
13064,0001000011001100,5
13065,1001000011001100,6
13066,0101000011001100,6
13067,1101000011001100,7
13068,0011000011001100,6
13069,1011000011001100,7
13070,0111000011001100,7
13071,1111000011001100,8
13072,0000100011001100,5
13073,1000100011001100,6
13074,0100100011001100,6
13075,1100100011001100,7
13076,0010100011001100,6
13077,1010100011001100,7
13078,0110100011001100,7
13079,1110100011001100,8
13080,0001100011001100,6
13081,1001100011001100,7
13082,0101100011001100,7
13083,1101100011001100,8
13084,0011100011001100,7
13085,1011100011001100,8
13086,0111100011001100,8
13087,1111100011001100,9
13088,0000010011001100,5
13089,1000010011001100,6
13090,0100010011001100,6
13091,1100010011001100,7
13092,0010010011001100,6
13093,1010010011001100,7
13094,0110010011001100,7
13095,1110010011001100,8
13096,0001010011001100,6
13097,1001010011001100,7
13098,0101010011001100,7
13099,1101010011001100,8
13100,0011010011001100,7
13101,1011010011001100,8
13102,0111010011001100,8
13103,1111010011001100,9
13104,0000110011001100,6
13105,1000110011001100,7
13106,0100110011001100,7
13107,1100110011001100,8
13108,0010110011001100,7
13109,1010110011001100,8
13110,0110110011001100,8
13111,1110110011001100,9
13112,0001110011001100,7
13113,1001110011001100,8
13114,0101110011001100,8
13115,1101110011001100,9
13116,0011110011001100,8
13117,1011110011001100,9
13118,0111110011001100,9
13119,1111110011001100,10
13120,0000001011001100,5
13121,1000001011001100,6
13122,0100001011001100,6
13123,1100001011001100,7
13124,0010001011001100,6
13125,1010001011001100,7
13126,0110001011001100,7
13127,1110001011001100,8
13128,0001001011001100,6
13129,1001001011001100,7
13130,0101001011001100,7
13131,1101001011001100,8
13132,0011001011001100,7
13133,1011001011001100,8
13134,0111001011001100,8
13135,1111001011001100,9
13136,0000101011001100,6
13137,1000101011001100,7
13138,0100101011001100,7
13139,1100101011001100,8
13140,0010101011001100,7
13141,1010101011001100,8
13142,0110101011001100,8
13143,1110101011001100,9
13144,0001101011001100,7
13145,1001101011001100,8
13146,0101101011001100,8
13147,1101101011001100,9
13148,0011101011001100,8
13149,1011101011001100,9
13150,0111101011001100,9
13151,1111101011001100,10
13152,0000011011001100,6
13153,1000011011001100,7
13154,0100011011001100,7
13155,1100011011001100,8
13156,0010011011001100,7
13157,1010011011001100,8
13158,0110011011001100,8
13159,1110011011001100,9
13160,0001011011001100,7
13161,1001011011001100,8
13162,0101011011001100,8
13163,1101011011001100,9
13164,0011011011001100,8
13165,1011011011001100,9
13166,0111011011001100,9
13167,1111011011001100,10
13168,0000111011001100,7
13169,1000111011001100,8
13170,0100111011001100,8
13171,1100111011001100,9
13172,0010111011001100,8
13173,1010111011001100,9
13174,0110111011001100,9
13175,1110111011001100,10
13176,0001111011001100,8
13177,1001111011001100,9
13178,0101111011001100,9
13179,1101111011001100,10
13180,0011111011001100,9
13181,1011111011001100,10
13182,0111111011001100,10
13183,1111111011001100,11
13184,0000000111001100,5
13185,1000000111001100,6
13186,0100000111001100,6
13187,1100000111001100,7
13188,0010000111001100,6
13189,1010000111001100,7
13190,0110000111001100,7
13191,1110000111001100,8
13192,0001000111001100,6
13193,1001000111001100,7
13194,0101000111001100,7
13195,1101000111001100,8
13196,0011000111001100,7
13197,1011000111001100,8
13198,0111000111001100,8
13199,1111000111001100,9
13200,0000100111001100,6
13201,1000100111001100,7
13202,0100100111001100,7
13203,1100100111001100,8
13204,0010100111001100,7
13205,1010100111001100,8
13206,0110100111001100,8
13207,1110100111001100,9
13208,0001100111001100,7
13209,1001100111001100,8
13210,0101100111001100,8
13211,1101100111001100,9
13212,0011100111001100,8
13213,1011100111001100,9
13214,0111100111001100,9
13215,1111100111001100,10
13216,0000010111001100,6
13217,1000010111001100,7
13218,0100010111001100,7
13219,1100010111001100,8
13220,0010010111001100,7
13221,1010010111001100,8
13222,0110010111001100,8
13223,1110010111001100,9
13224,0001010111001100,7
13225,1001010111001100,8
13226,0101010111001100,8
13227,1101010111001100,9
13228,0011010111001100,8
13229,1011010111001100,9
13230,0111010111001100,9
13231,1111010111001100,10
13232,0000110111001100,7
13233,1000110111001100,8
13234,0100110111001100,8
13235,1100110111001100,9
13236,0010110111001100,8
13237,1010110111001100,9
13238,0110110111001100,9
13239,1110110111001100,10
13240,0001110111001100,8
13241,1001110111001100,9
13242,0101110111001100,9
13243,1101110111001100,10
13244,0011110111001100,9
13245,1011110111001100,10
13246,0111110111001100,10
13247,1111110111001100,11
13248,0000001111001100,6
13249,1000001111001100,7
13250,0100001111001100,7
13251,1100001111001100,8
13252,0010001111001100,7
13253,1010001111001100,8
13254,0110001111001100,8
13255,1110001111001100,9
13256,0001001111001100,7
13257,1001001111001100,8
13258,0101001111001100,8
13259,1101001111001100,9
13260,0011001111001100,8
13261,1011001111001100,9
13262,0111001111001100,9
13263,1111001111001100,10
13264,0000101111001100,7
13265,1000101111001100,8
13266,0100101111001100,8
13267,1100101111001100,9
13268,0010101111001100,8
13269,1010101111001100,9
13270,0110101111001100,9
13271,1110101111001100,10
13272,0001101111001100,8
13273,1001101111001100,9
13274,0101101111001100,9
13275,1101101111001100,10
13276,0011101111001100,9
13277,1011101111001100,10
13278,0111101111001100,10
13279,1111101111001100,11
13280,0000011111001100,7
13281,1000011111001100,8
13282,0100011111001100,8
13283,1100011111001100,9
13284,0010011111001100,8
13285,1010011111001100,9
13286,0110011111001100,9
13287,1110011111001100,10
13288,0001011111001100,8
13289,1001011111001100,9
13290,0101011111001100,9
13291,1101011111001100,10
13292,0011011111001100,9
13293,1011011111001100,10
13294,0111011111001100,10
13295,1111011111001100,11
13296,0000111111001100,8
13297,1000111111001100,9
13298,0100111111001100,9
13299,1100111111001100,10
13300,0010111111001100,9
13301,1010111111001100,10
13302,0110111111001100,10
13303,1110111111001100,11
13304,0001111111001100,9
13305,1001111111001100,10
13306,0101111111001100,10
13307,1101111111001100,11
13308,0011111111001100,10
13309,1011111111001100,11
13310,0111111111001100,11
13311,1111111111001100,12
13312,0000000000101100,3
13313,1000000000101100,4
13314,0100000000101100,4
13315,1100000000101100,5
13316,0010000000101100,4
13317,1010000000101100,5
13318,0110000000101100,5
13319,1110000000101100,6
13320,0001000000101100,4
13321,1001000000101100,5
13322,0101000000101100,5
13323,1101000000101100,6
13324,0011000000101100,5
13325,1011000000101100,6
13326,0111000000101100,6
13327,1111000000101100,7
13328,0000100000101100,4
13329,1000100000101100,5
13330,0100100000101100,5
13331,1100100000101100,6
13332,0010100000101100,5
13333,1010100000101100,6
13334,0110100000101100,6
13335,1110100000101100,7
13336,0001100000101100,5
13337,1001100000101100,6
13338,0101100000101100,6
13339,1101100000101100,7
13340,0011100000101100,6
13341,1011100000101100,7
13342,0111100000101100,7
13343,1111100000101100,8
13344,0000010000101100,4
13345,1000010000101100,5
13346,0100010000101100,5
13347,1100010000101100,6
13348,0010010000101100,5
13349,1010010000101100,6
13350,0110010000101100,6
13351,1110010000101100,7
13352,0001010000101100,5
13353,1001010000101100,6
13354,0101010000101100,6
13355,1101010000101100,7
13356,0011010000101100,6
13357,1011010000101100,7
13358,0111010000101100,7
13359,1111010000101100,8
13360,0000110000101100,5
13361,1000110000101100,6
13362,0100110000101100,6
13363,1100110000101100,7
13364,0010110000101100,6
13365,1010110000101100,7
13366,0110110000101100,7
13367,1110110000101100,8
13368,0001110000101100,6
13369,1001110000101100,7
13370,0101110000101100,7
13371,1101110000101100,8
13372,0011110000101100,7
13373,1011110000101100,8
13374,0111110000101100,8
13375,1111110000101100,9
13376,0000001000101100,4
13377,1000001000101100,5
13378,0100001000101100,5
13379,1100001000101100,6
13380,0010001000101100,5
13381,1010001000101100,6
13382,0110001000101100,6
13383,1110001000101100,7
13384,0001001000101100,5
13385,1001001000101100,6
13386,0101001000101100,6
13387,1101001000101100,7
13388,0011001000101100,6
13389,1011001000101100,7
13390,0111001000101100,7
13391,1111001000101100,8
13392,0000101000101100,5
13393,1000101000101100,6
13394,0100101000101100,6
13395,1100101000101100,7
13396,0010101000101100,6
13397,1010101000101100,7
13398,0110101000101100,7
13399,1110101000101100,8
13400,0001101000101100,6
13401,1001101000101100,7
13402,0101101000101100,7
13403,1101101000101100,8
13404,0011101000101100,7
13405,1011101000101100,8
13406,0111101000101100,8
13407,1111101000101100,9
13408,0000011000101100,5
13409,1000011000101100,6
13410,0100011000101100,6
13411,1100011000101100,7
13412,0010011000101100,6
13413,1010011000101100,7
13414,0110011000101100,7
13415,1110011000101100,8
13416,0001011000101100,6
13417,1001011000101100,7
13418,0101011000101100,7
13419,1101011000101100,8
13420,0011011000101100,7
13421,1011011000101100,8
13422,0111011000101100,8
13423,1111011000101100,9
13424,0000111000101100,6
13425,1000111000101100,7
13426,0100111000101100,7
13427,1100111000101100,8
13428,0010111000101100,7
13429,1010111000101100,8
13430,0110111000101100,8
13431,1110111000101100,9
13432,0001111000101100,7
13433,1001111000101100,8
13434,0101111000101100,8
13435,1101111000101100,9
13436,0011111000101100,8
13437,1011111000101100,9
13438,0111111000101100,9
13439,1111111000101100,10
13440,0000000100101100,4
13441,1000000100101100,5
13442,0100000100101100,5
13443,1100000100101100,6
13444,0010000100101100,5
13445,1010000100101100,6
13446,0110000100101100,6
13447,1110000100101100,7
13448,0001000100101100,5
13449,1001000100101100,6
13450,0101000100101100,6
13451,1101000100101100,7
13452,0011000100101100,6
13453,1011000100101100,7
13454,0111000100101100,7
13455,1111000100101100,8
13456,0000100100101100,5
13457,1000100100101100,6
13458,0100100100101100,6
13459,1100100100101100,7
13460,0010100100101100,6
13461,1010100100101100,7
13462,0110100100101100,7
13463,1110100100101100,8
13464,0001100100101100,6
13465,1001100100101100,7
13466,0101100100101100,7
13467,1101100100101100,8
13468,0011100100101100,7
13469,1011100100101100,8
13470,0111100100101100,8
13471,1111100100101100,9
13472,0000010100101100,5
13473,1000010100101100,6
13474,0100010100101100,6
13475,1100010100101100,7
13476,0010010100101100,6
13477,1010010100101100,7
13478,0110010100101100,7
13479,1110010100101100,8
13480,0001010100101100,6
13481,1001010100101100,7
13482,0101010100101100,7
13483,1101010100101100,8
13484,0011010100101100,7
13485,1011010100101100,8
13486,0111010100101100,8
13487,1111010100101100,9
13488,0000110100101100,6
13489,1000110100101100,7
13490,0100110100101100,7
13491,1100110100101100,8
13492,0010110100101100,7
13493,1010110100101100,8
13494,0110110100101100,8
13495,1110110100101100,9
13496,0001110100101100,7
13497,1001110100101100,8
13498,0101110100101100,8
13499,1101110100101100,9
13500,0011110100101100,8
13501,1011110100101100,9
13502,0111110100101100,9
13503,1111110100101100,10
13504,0000001100101100,5
13505,1000001100101100,6
13506,0100001100101100,6
13507,1100001100101100,7
13508,0010001100101100,6
13509,1010001100101100,7
13510,0110001100101100,7
13511,1110001100101100,8
13512,0001001100101100,6
13513,1001001100101100,7
13514,0101001100101100,7
13515,1101001100101100,8
13516,0011001100101100,7
13517,1011001100101100,8
13518,0111001100101100,8
13519,1111001100101100,9
13520,0000101100101100,6
13521,1000101100101100,7
13522,0100101100101100,7
13523,1100101100101100,8
13524,0010101100101100,7
13525,1010101100101100,8
13526,0110101100101100,8
13527,1110101100101100,9
13528,0001101100101100,7
13529,1001101100101100,8
13530,0101101100101100,8
13531,1101101100101100,9
13532,0011101100101100,8
13533,1011101100101100,9
13534,0111101100101100,9
13535,1111101100101100,10
13536,0000011100101100,6
13537,1000011100101100,7
13538,0100011100101100,7
13539,1100011100101100,8
13540,0010011100101100,7
13541,1010011100101100,8
13542,0110011100101100,8
13543,1110011100101100,9
13544,0001011100101100,7
13545,1001011100101100,8
13546,0101011100101100,8
13547,1101011100101100,9
13548,0011011100101100,8
13549,1011011100101100,9
13550,0111011100101100,9
13551,1111011100101100,10
13552,0000111100101100,7
13553,1000111100101100,8
13554,0100111100101100,8
13555,1100111100101100,9
13556,0010111100101100,8
13557,1010111100101100,9
13558,0110111100101100,9
13559,1110111100101100,10
13560,0001111100101100,8
13561,1001111100101100,9
13562,0101111100101100,9
13563,1101111100101100,10
13564,0011111100101100,9
13565,1011111100101100,10
13566,0111111100101100,10
13567,1111111100101100,11
13568,0000000010101100,4
13569,1000000010101100,5
13570,0100000010101100,5
13571,1100000010101100,6
13572,0010000010101100,5
13573,1010000010101100,6
13574,0110000010101100,6
13575,1110000010101100,7
13576,0001000010101100,5
13577,1001000010101100,6
13578,0101000010101100,6
13579,1101000010101100,7
13580,0011000010101100,6
13581,1011000010101100,7
13582,0111000010101100,7
13583,1111000010101100,8
13584,0000100010101100,5
13585,1000100010101100,6
13586,0100100010101100,6
13587,1100100010101100,7
13588,0010100010101100,6
13589,1010100010101100,7
13590,0110100010101100,7
13591,1110100010101100,8
13592,0001100010101100,6
13593,1001100010101100,7
13594,0101100010101100,7
13595,1101100010101100,8
13596,0011100010101100,7
13597,1011100010101100,8
13598,0111100010101100,8
13599,1111100010101100,9
13600,0000010010101100,5
13601,1000010010101100,6
13602,0100010010101100,6
13603,1100010010101100,7
13604,0010010010101100,6
13605,1010010010101100,7
13606,0110010010101100,7
13607,1110010010101100,8
13608,0001010010101100,6
13609,1001010010101100,7
13610,0101010010101100,7
13611,1101010010101100,8
13612,0011010010101100,7
13613,1011010010101100,8
13614,0111010010101100,8
13615,1111010010101100,9
13616,0000110010101100,6
13617,1000110010101100,7
13618,0100110010101100,7
13619,1100110010101100,8
13620,0010110010101100,7
13621,1010110010101100,8
13622,0110110010101100,8
13623,1110110010101100,9
13624,0001110010101100,7
13625,1001110010101100,8
13626,0101110010101100,8
13627,1101110010101100,9
13628,0011110010101100,8
13629,1011110010101100,9
13630,0111110010101100,9
13631,1111110010101100,10
13632,0000001010101100,5
13633,1000001010101100,6
13634,0100001010101100,6
13635,1100001010101100,7
13636,0010001010101100,6
13637,1010001010101100,7
13638,0110001010101100,7
13639,1110001010101100,8
13640,0001001010101100,6
13641,1001001010101100,7
13642,0101001010101100,7
13643,1101001010101100,8
13644,0011001010101100,7
13645,1011001010101100,8
13646,0111001010101100,8
13647,1111001010101100,9
13648,0000101010101100,6
13649,1000101010101100,7
13650,0100101010101100,7
13651,1100101010101100,8
13652,0010101010101100,7
13653,1010101010101100,8
13654,0110101010101100,8
13655,1110101010101100,9
