rule,string,count
38937,1001100000011001,6
38938,0101100000011001,6
38939,1101100000011001,7
38940,0011100000011001,6
38941,1011100000011001,7
38942,0111100000011001,7
38943,1111100000011001,8
38944,0000010000011001,4
38945,1000010000011001,5
38946,0100010000011001,5
38947,1100010000011001,6
38948,0010010000011001,5
38949,1010010000011001,6
38950,0110010000011001,6
38951,1110010000011001,7
38952,0001010000011001,5
38953,1001010000011001,6
38954,0101010000011001,6
38955,1101010000011001,7
38956,0011010000011001,6
38957,1011010000011001,7
38958,0111010000011001,7
38959,1111010000011001,8
38960,0000110000011001,5
38961,1000110000011001,6
38962,0100110000011001,6
38963,1100110000011001,7
38964,0010110000011001,6
38965,1010110000011001,7
38966,0110110000011001,7
38967,1110110000011001,8
38968,0001110000011001,6
38969,1001110000011001,7
38970,0101110000011001,7
38971,1101110000011001,8
38972,0011110000011001,7
38973,1011110000011001,8
38974,0111110000011001,8
38975,1111110000011001,9
38976,0000001000011001,4
38977,1000001000011001,5
38978,0100001000011001,5
38979,1100001000011001,6
38980,0010001000011001,5
38981,1010001000011001,6
38982,0110001000011001,6
38983,1110001000011001,7
38984,0001001000011001,5
38985,1001001000011001,6
38986,0101001000011001,6
38987,1101001000011001,7
38988,0011001000011001,6
38989,1011001000011001,7
38990,0111001000011001,7
38991,1111001000011001,8
38992,0000101000011001,5
38993,1000101000011001,6
38994,0100101000011001,6
38995,1100101000011001,7
38996,0010101000011001,6
38997,1010101000011001,7
38998,0110101000011001,7
38999,1110101000011001,8
39000,0001101000011001,6
39001,1001101000011001,7
39002,0101101000011001,7
39003,1101101000011001,8
39004,0011101000011001,7
39005,1011101000011001,8
39006,0111101000011001,8
39007,1111101000011001,9
39008,0000011000011001,5
39009,1000011000011001,6
39010,0100011000011001,6
39011,1100011000011001,7
39012,0010011000011001,6
39013,1010011000011001,7
39014,0110011000011001,7
39015,1110011000011001,8
39016,0001011000011001,6
39017,1001011000011001,7
39018,0101011000011001,7
39019,1101011000011001,8
39020,0011011000011001,7
39021,1011011000011001,8
39022,0111011000011001,8
39023,1111011000011001,9
39024,0000111000011001,6
39025,1000111000011001,7
39026,0100111000011001,7
39027,1100111000011001,8
39028,0010111000011001,7
39029,1010111000011001,8
39030,0110111000011001,8
39031,1110111000011001,9
39032,0001111000011001,7
39033,1001111000011001,8
39034,0101111000011001,8
39035,1101111000011001,9
39036,0011111000011001,8
39037,1011111000011001,9
39038,0111111000011001,9
39039,1111111000011001,10
39040,0000000100011001,4
39041,1000000100011001,5
39042,0100000100011001,5
39043,1100000100011001,6
39044,0010000100011001,5
39045,1010000100011001,6
39046,0110000100011001,6
39047,1110000100011001,7
39048,0001000100011001,5
39049,1001000100011001,6
39050,0101000100011001,6
39051,1101000100011001,7
39052,0011000100011001,6
39053,1011000100011001,7
39054,0111000100011001,7
39055,1111000100011001,8
39056,0000100100011001,5
39057,1000100100011001,6
39058,0100100100011001,6
39059,1100100100011001,7
39060,0010100100011001,6
39061,1010100100011001,7
39062,0110100100011001,7
39063,1110100100011001,8
39064,0001100100011001,6
39065,1001100100011001,7
39066,0101100100011001,7
39067,1101100100011001,8
39068,0011100100011001,7
39069,1011100100011001,8
39070,0111100100011001,8
39071,1111100100011001,9
39072,0000010100011001,5
39073,1000010100011001,6
39074,0100010100011001,6
39075,1100010100011001,7
39076,0010010100011001,6
39077,1010010100011001,7
39078,0110010100011001,7
39079,1110010100011001,8
39080,0001010100011001,6
39081,1001010100011001,7
39082,0101010100011001,7
39083,1101010100011001,8
39084,0011010100011001,7
39085,1011010100011001,8
39086,0111010100011001,8
39087,1111010100011001,9
39088,0000110100011001,6
39089,1000110100011001,7
39090,0100110100011001,7
39091,1100110100011001,8
39092,0010110100011001,7
39093,1010110100011001,8
39094,0110110100011001,8
39095,1110110100011001,9
39096,0001110100011001,7
39097,1001110100011001,8
39098,0101110100011001,8
39099,1101110100011001,9
39100,0011110100011001,8
39101,1011110100011001,9
39102,0111110100011001,9
39103,1111110100011001,10
39104,0000001100011001,5
39105,1000001100011001,6
39106,0100001100011001,6
39107,1100001100011001,7
39108,0010001100011001,6
39109,1010001100011001,7
39110,0110001100011001,7
39111,1110001100011001,8
39112,0001001100011001,6
39113,1001001100011001,7
39114,0101001100011001,7
39115,1101001100011001,8
39116,0011001100011001,7
39117,1011001100011001,8
39118,0111001100011001,8
39119,1111001100011001,9
39120,0000101100011001,6
39121,1000101100011001,7
39122,0100101100011001,7
39123,1100101100011001,8
39124,0010101100011001,7
39125,1010101100011001,8
39126,0110101100011001,8
39127,1110101100011001,9
39128,0001101100011001,7
39129,1001101100011001,8
39130,0101101100011001,8
39131,1101101100011001,9
39132,0011101100011001,8
39133,1011101100011001,9
39134,0111101100011001,9
39135,1111101100011001,10
39136,0000011100011001,6
39137,1000011100011001,7
39138,0100011100011001,7
39139,1100011100011001,8
39140,0010011100011001,7
39141,1010011100011001,8
39142,0110011100011001,8
39143,1110011100011001,9
39144,0001011100011001,7
39145,1001011100011001,8
39146,0101011100011001,8
39147,1101011100011001,9
39148,0011011100011001,8
39149,1011011100011001,9
39150,0111011100011001,9
39151,1111011100011001,10
39152,0000111100011001,7
39153,1000111100011001,8
39154,0100111100011001,8
39155,1100111100011001,9
39156,0010111100011001,8
39157,1010111100011001,9
39158,0110111100011001,9
39159,1110111100011001,10
39160,0001111100011001,8
39161,1001111100011001,9
39162,0101111100011001,9
39163,1101111100011001,10
39164,0011111100011001,9
39165,1011111100011001,10
39166,0111111100011001,10
39167,1111111100011001,11
39168,0000000010011001,4
39169,1000000010011001,5
39170,0100000010011001,5
39171,1100000010011001,6
39172,0010000010011001,5
39173,1010000010011001,6
39174,0110000010011001,6
39175,1110000010011001,7
39176,0001000010011001,5
39177,1001000010011001,6
39178,0101000010011001,6
39179,1101000010011001,7
39180,0011000010011001,6
39181,1011000010011001,7
39182,0111000010011001,7
39183,1111000010011001,8
39184,0000100010011001,5
39185,1000100010011001,6
39186,0100100010011001,6
39187,1100100010011001,7
39188,0010100010011001,6
39189,1010100010011001,7
39190,0110100010011001,7
39191,1110100010011001,8
39192,0001100010011001,6
39193,1001100010011001,7
39194,0101100010011001,7
39195,1101100010011001,8
39196,0011100010011001,7
39197,1011100010011001,8
39198,0111100010011001,8
39199,1111100010011001,9
39200,0000010010011001,5
39201,1000010010011001,6
39202,0100010010011001,6
39203,1100010010011001,7
39204,0010010010011001,6
39205,1010010010011001,7
39206,0110010010011001,7
39207,1110010010011001,8
39208,0001010010011001,6
39209,1001010010011001,7
39210,0101010010011001,7
39211,1101010010011001,8
39212,0011010010011001,7
39213,1011010010011001,8
39214,0111010010011001,8
39215,1111010010011001,9
39216,0000110010011001,6
39217,1000110010011001,7
39218,0100110010011001,7
39219,1100110010011001,8
39220,0010110010011001,7
39221,1010110010011001,8
39222,0110110010011001,8
39223,1110110010011001,9
39224,0001110010011001,7
39225,1001110010011001,8
39226,0101110010011001,8
39227,1101110010011001,9
39228,0011110010011001,8
39229,1011110010011001,9
39230,0111110010011001,9
39231,1111110010011001,10
39232,0000001010011001,5
39233,1000001010011001,6
39234,0100001010011001,6
39235,1100001010011001,7
39236,0010001010011001,6
39237,1010001010011001,7
39238,0110001010011001,7
39239,1110001010011001,8
39240,0001001010011001,6
39241,1001001010011001,7
39242,0101001010011001,7
39243,1101001010011001,8
39244,0011001010011001,7
39245,1011001010011001,8
39246,0111001010011001,8
39247,1111001010011001,9
39248,0000101010011001,6
39249,1000101010011001,7
39250,0100101010011001,7
39251,1100101010011001,8
39252,0010101010011001,7
39253,1010101010011001,8
39254,0110101010011001,8
39255,1110101010011001,9
39256,0001101010011001,7
39257,1001101010011001,8
39258,0101101010011001,8
39259,1101101010011001,9
39260,0011101010011001,8
39261,1011101010011001,9
39262,0111101010011001,9
39263,1111101010011001,10
39264,0000011010011001,6
39265,1000011010011001,7
39266,0100011010011001,7
39267,1100011010011001,8
39268,0010011010011001,7
39269,1010011010011001,8
39270,0110011010011001,8
39271,1110011010011001,9
39272,0001011010011001,7
39273,1001011010011001,8
39274,0101011010011001,8
39275,1101011010011001,9
39276,0011011010011001,8
39277,1011011010011001,9
39278,0111011010011001,9
39279,1111011010011001,10
39280,0000111010011001,7
39281,1000111010011001,8
39282,0100111010011001,8
39283,1100111010011001,9
39284,0010111010011001,8
39285,1010111010011001,9
39286,0110111010011001,9
39287,1110111010011001,10
39288,0001111010011001,8
39289,1001111010011001,9
39290,0101111010011001,9
39291,1101111010011001,10
39292,0011111010011001,9
39293,1011111010011001,10
39294,0111111010011001,10
39295,1111111010011001,11
39296,0000000110011001,5
39297,1000000110011001,6
39298,0100000110011001,6
39299,1100000110011001,7
39300,0010000110011001,6
39301,1010000110011001,7
39302,0110000110011001,7
39303,1110000110011001,8
39304,0001000110011001,6
39305,1001000110011001,7
39306,0101000110011001,7
39307,1101000110011001,8
39308,0011000110011001,7
39309,1011000110011001,8
39310,0111000110011001,8
39311,1111000110011001,9
39312,0000100110011001,6
39313,1000100110011001,7
39314,0100100110011001,7
39315,1100100110011001,8
39316,0010100110011001,7
39317,1010100110011001,8
39318,0110100110011001,8
39319,1110100110011001,9
39320,0001100110011001,7
39321,1001100110011001,8
39322,0101100110011001,8
39323,1101100110011001,9
39324,0011100110011001,8
39325,1011100110011001,9
39326,0111100110011001,9
39327,1111100110011001,10
39328,0000010110011001,6
39329,1000010110011001,7
39330,0100010110011001,7
39331,1100010110011001,8
39332,0010010110011001,7
39333,1010010110011001,8
39334,0110010110011001,8
39335,1110010110011001,9
39336,0001010110011001,7
39337,1001010110011001,8
39338,0101010110011001,8
39339,1101010110011001,9
39340,0011010110011001,8
39341,1011010110011001,9
39342,0111010110011001,9
39343,1111010110011001,10
39344,0000110110011001,7
39345,1000110110011001,8
39346,0100110110011001,8
39347,1100110110011001,9
39348,0010110110011001,8
39349,1010110110011001,9
39350,0110110110011001,9
39351,1110110110011001,10
39352,0001110110011001,8
39353,1001110110011001,9
39354,0101110110011001,9
39355,1101110110011001,10
39356,0011110110011001,9
39357,1011110110011001,10
39358,0111110110011001,10
39359,1111110110011001,11
39360,0000001110011001,6
39361,1000001110011001,7
39362,0100001110011001,7
39363,1100001110011001,8
39364,0010001110011001,7
39365,1010001110011001,8
39366,0110001110011001,8
39367,1110001110011001,9
39368,0001001110011001,7
39369,1001001110011001,8
39370,0101001110011001,8
39371,1101001110011001,9
39372,0011001110011001,8
39373,1011001110011001,9
39374,0111001110011001,9
39375,1111001110011001,10
39376,0000101110011001,7
39377,1000101110011001,8
39378,0100101110011001,8
39379,1100101110011001,9
39380,0010101110011001,8
39381,1010101110011001,9
39382,0110101110011001,9
39383,1110101110011001,10
39384,0001101110011001,8
39385,1001101110011001,9
39386,0101101110011001,9
39387,1101101110011001,10
39388,0011101110011001,9
39389,1011101110011001,10
39390,0111101110011001,10
39391,1111101110011001,11
39392,0000011110011001,7
39393,1000011110011001,8
39394,0100011110011001,8
39395,1100011110011001,9
39396,0010011110011001,8
39397,1010011110011001,9
39398,0110011110011001,9
39399,1110011110011001,10
39400,0001011110011001,8
39401,1001011110011001,9
39402,0101011110011001,9
39403,1101011110011001,10
39404,0011011110011001,9
39405,1011011110011001,10
39406,0111011110011001,10
39407,1111011110011001,11
39408,0000111110011001,8
39409,1000111110011001,9
39410,0100111110011001,9
39411,1100111110011001,10
39412,0010111110011001,9
39413,1010111110011001,10
39414,0110111110011001,10
39415,1110111110011001,11
39416,0001111110011001,9
39417,1001111110011001,10
39418,0101111110011001,10
39419,1101111110011001,11
39420,0011111110011001,10
39421,1011111110011001,11
39422,0111111110011001,11
39423,1111111110011001,12
39424,0000000001011001,4
39425,1000000001011001,5
39426,0100000001011001,5
39427,1100000001011001,6
39428,0010000001011001,5
39429,1010000001011001,6
39430,0110000001011001,6
39431,1110000001011001,7
39432,0001000001011001,5
39433,1001000001011001,6
39434,0101000001011001,6
39435,1101000001011001,7
39436,0011000001011001,6
39437,1011000001011001,7
39438,0111000001011001,7
39439,1111000001011001,8
39440,0000100001011001,5
39441,1000100001011001,6
39442,0100100001011001,6
39443,1100100001011001,7
39444,0010100001011001,6
39445,1010100001011001,7
39446,0110100001011001,7
39447,1110100001011001,8
39448,0001100001011001,6
39449,1001100001011001,7
39450,0101100001011001,7
39451,1101100001011001,8
39452,0011100001011001,7
39453,1011100001011001,8
39454,0111100001011001,8
39455,1111100001011001,9
39456,0000010001011001,5
39457,1000010001011001,6
39458,0100010001011001,6
39459,1100010001011001,7
39460,0010010001011001,6
39461,1010010001011001,7
39462,0110010001011001,7
39463,1110010001011001,8
39464,0001010001011001,6
39465,1001010001011001,7
39466,0101010001011001,7
39467,1101010001011001,8
39468,0011010001011001,7
39469,1011010001011001,8
39470,0111010001011001,8
39471,1111010001011001,9
39472,0000110001011001,6
39473,1000110001011001,7
39474,0100110001011001,7
39475,1100110001011001,8
39476,0010110001011001,7
39477,1010110001011001,8
39478,0110110001011001,8
39479,1110110001011001,9
39480,0001110001011001,7
39481,1001110001011001,8
39482,0101110001011001,8
39483,1101110001011001,9
39484,0011110001011001,8
39485,1011110001011001,9
39486,0111110001011001,9
39487,1111110001011001,10
39488,0000001001011001,5
39489,1000001001011001,6
39490,0100001001011001,6
39491,1100001001011001,7
39492,0010001001011001,6
39493,1010001001011001,7
39494,0110001001011001,7
39495,1110001001011001,8
39496,0001001001011001,6
39497,1001001001011001,7
39498,0101001001011001,7
39499,1101001001011001,8
39500,0011001001011001,7
39501,1011001001011001,8
39502,0111001001011001,8
39503,1111001001011001,9
39504,0000101001011001,6
39505,1000101001011001,7
39506,0100101001011001,7
39507,1100101001011001,8
39508,0010101001011001,7
39509,1010101001011001,8
39510,0110101001011001,8
39511,1110101001011001,9
39512,0001101001011001,7
39513,1001101001011001,8
39514,0101101001011001,8
39515,1101101001011001,9
39516,0011101001011001,8
39517,1011101001011001,9
39518,0111101001011001,9
39519,1111101001011001,10
39520,0000011001011001,6
39521,1000011001011001,7
39522,0100011001011001,7
39523,1100011001011001,8
39524,0010011001011001,7
39525,1010011001011001,8
39526,0110011001011001,8
39527,1110011001011001,9
39528,0001011001011001,7
39529,1001011001011001,8
39530,0101011001011001,8
39531,1101011001011001,9
39532,0011011001011001,8
39533,1011011001011001,9
39534,0111011001011001,9
39535,1111011001011001,10
39536,0000111001011001,7
39537,1000111001011001,8
39538,0100111001011001,8
39539,1100111001011001,9
39540,0010111001011001,8
39541,1010111001011001,9
39542,0110111001011001,9
39543,1110111001011001,10
39544,0001111001011001,8
39545,1001111001011001,9
39546,0101111001011001,9
39547,1101111001011001,10
39548,0011111001011001,9
39549,1011111001011001,10
39550,0111111001011001,10
39551,1111111001011001,11
39552,0000000101011001,5
39553,1000000101011001,6
39554,0100000101011001,6
39555,1100000101011001,7
39556,0010000101011001,6
39557,1010000101011001,7
39558,0110000101011001,7
39559,1110000101011001,8
39560,0001000101011001,6
39561,1001000101011001,7
39562,0101000101011001,7
39563,1101000101011001,8
39564,0011000101011001,7
39565,1011000101011001,8
39566,0111000101011001,8
39567,1111000101011001,9
39568,0000100101011001,6
39569,1000100101011001,7
39570,0100100101011001,7
39571,1100100101011001,8
39572,0010100101011001,7
39573,1010100101011001,8
39574,0110100101011001,8
39575,1110100101011001,9
39576,0001100101011001,7
39577,1001100101011001,8
39578,0101100101011001,8
39579,1101100101011001,9
39580,0011100101011001,8
39581,1011100101011001,9
39582,0111100101011001,9
39583,1111100101011001,10
39584,0000010101011001,6
39585,1000010101011001,7
39586,0100010101011001,7
39587,1100010101011001,8
39588,0010010101011001,7
39589,1010010101011001,8
39590,0110010101011001,8
39591,1110010101011001,9
39592,0001010101011001,7
39593,1001010101011001,8
39594,0101010101011001,8
39595,1101010101011001,9
39596,0011010101011001,8
39597,1011010101011001,9
39598,0111010101011001,9
39599,1111010101011001,10
39600,0000110101011001,7
39601,1000110101011001,8
39602,0100110101011001,8
39603,1100110101011001,9
39604,0010110101011001,8
39605,1010110101011001,9
39606,0110110101011001,9
39607,1110110101011001,10
39608,0001110101011001,8
39609,1001110101011001,9
39610,0101110101011001,9
39611,1101110101011001,10
39612,0011110101011001,9
39613,1011110101011001,10
39614,0111110101011001,10
39615,1111110101011001,11
39616,0000001101011001,6
39617,1000001101011001,7
39618,0100001101011001,7
39619,1100001101011001,8
39620,0010001101011001,7
39621,1010001101011001,8
39622,0110001101011001,8
39623,1110001101011001,9
39624,0001001101011001,7
39625,1001001101011001,8
39626,0101001101011001,8
39627,1101001101011001,9
39628,0011001101011001,8
39629,1011001101011001,9
39630,0111001101011001,9
39631,1111001101011001,10
39632,0000101101011001,7
39633,1000101101011001,8
39634,0100101101011001,8
39635,1100101101011001,9
39636,0010101101011001,8
39637,1010101101011001,9
39638,0110101101011001,9
39639,1110101101011001,10
39640,0001101101011001,8
39641,1001101101011001,9
39642,0101101101011001,9
39643,1101101101011001,10
39644,0011101101011001,9
39645,1011101101011001,10
39646,0111101101011001,10
39647,1111101101011001,11
39648,0000011101011001,7
39649,1000011101011001,8
39650,0100011101011001,8
39651,1100011101011001,9
39652,0010011101011001,8
39653,1010011101011001,9
39654,0110011101011001,9
39655,1110011101011001,10
39656,0001011101011001,8
39657,1001011101011001,9
39658,0101011101011001,9
39659,1101011101011001,10
39660,0011011101011001,9
39661,1011011101011001,10
39662,0111011101011001,10
39663,1111011101011001,11
39664,0000111101011001,8
39665,1000111101011001,9
39666,0100111101011001,9
39667,1100111101011001,10
39668,0010111101011001,9
39669,1010111101011001,10
39670,0110111101011001,10
39671,1110111101011001,11
39672,0001111101011001,9
39673,1001111101011001,10
39674,0101111101011001,10
39675,1101111101011001,11
39676,0011111101011001,10
39677,1011111101011001,11
39678,0111111101011001,11
39679,1111111101011001,12
39680,0000000011011001,5
39681,1000000011011001,6
39682,0100000011011001,6
39683,1100000011011001,7
39684,0010000011011001,6
39685,1010000011011001,7
39686,0110000011011001,7
39687,1110000011011001,8
39688,0001000011011001,6
39689,1001000011011001,7
39690,0101000011011001,7
39691,1101000011011001,8
39692,0011000011011001,7
39693,1011000011011001,8
39694,0111000011011001,8
39695,1111000011011001,9
39696,0000100011011001,6
39697,1000100011011001,7
39698,0100100011011001,7
39699,1100100011011001,8
39700,0010100011011001,7
39701,1010100011011001,8
39702,0110100011011001,8
39703,1110100011011001,9
39704,0001100011011001,7
39705,1001100011011001,8
39706,0101100011011001,8
39707,1101100011011001,9
39708,0011100011011001,8
39709,1011100011011001,9
39710,0111100011011001,9
39711,1111100011011001,10
39712,0000010011011001,6
39713,1000010011011001,7
39714,0100010011011001,7
39715,1100010011011001,8
39716,0010010011011001,7
39717,1010010011011001,8
39718,0110010011011001,8
39719,1110010011011001,9
39720,0001010011011001,7
39721,1001010011011001,8
39722,0101010011011001,8
39723,1101010011011001,9
39724,0011010011011001,8
39725,1011010011011001,9
39726,0111010011011001,9
39727,1111010011011001,10
39728,0000110011011001,7
39729,1000110011011001,8
39730,0100110011011001,8
39731,1100110011011001,9
39732,0010110011011001,8
39733,1010110011011001,9
39734,0110110011011001,9
39735,1110110011011001,10
39736,0001110011011001,8
39737,1001110011011001,9
39738,0101110011011001,9
39739,1101110011011001,10
39740,0011110011011001,9
39741,1011110011011001,10
39742,0111110011011001,10
39743,1111110011011001,11
39744,0000001011011001,6
39745,1000001011011001,7
39746,0100001011011001,7
39747,1100001011011001,8
39748,0010001011011001,7
39749,1010001011011001,8
39750,0110001011011001,8
39751,1110001011011001,9
39752,0001001011011001,7
39753,1001001011011001,8
39754,0101001011011001,8
39755,1101001011011001,9
39756,0011001011011001,8
39757,1011001011011001,9
39758,0111001011011001,9
39759,1111001011011001,10
39760,0000101011011001,7
39761,1000101011011001,8
39762,0100101011011001,8
39763,1100101011011001,9
39764,0010101011011001,8
39765,1010101011011001,9
39766,0110101011011001,9
39767,1110101011011001,10
39768,0001101011011001,8
39769,1001101011011001,9
39770,0101101011011001,9
39771,1101101011011001,10
39772,0011101011011001,9
39773,1011101011011001,10
39774,0111101011011001,10
39775,1111101011011001,11
39776,0000011011011001,7
39777,1000011011011001,8
39778,0100011011011001,8
39779,1100011011011001,9
39780,0010011011011001,8
39781,1010011011011001,9
39782,0110011011011001,9
39783,1110011011011001,10
39784,0001011011011001,8
39785,1001011011011001,9
39786,0101011011011001,9
39787,1101011011011001,10
39788,0011011011011001,9
39789,1011011011011001,10
39790,0111011011011001,10
39791,1111011011011001,11
39792,0000111011011001,8
39793,1000111011011001,9
39794,0100111011011001,9
39795,1100111011011001,10
39796,0010111011011001,9
39797,1010111011011001,10
39798,0110111011011001,10
39799,1110111011011001,11
39800,0001111011011001,9
39801,1001111011011001,10
39802,0101111011011001,10
39803,1101111011011001,11
39804,0011111011011001,10
39805,1011111011011001,11
39806,0111111011011001,11
39807,1111111011011001,12
39808,0000000111011001,6
39809,1000000111011001,7
39810,0100000111011001,7
39811,1100000111011001,8
39812,0010000111011001,7
39813,1010000111011001,8
39814,0110000111011001,8
39815,1110000111011001,9
39816,0001000111011001,7
39817,1001000111011001,8
39818,0101000111011001,8
39819,1101000111011001,9
39820,0011000111011001,8
39821,1011000111011001,9
39822,0111000111011001,9
39823,1111000111011001,10
39824,0000100111011001,7
39825,1000100111011001,8
39826,0100100111011001,8
39827,1100100111011001,9
39828,0010100111011001,8
39829,1010100111011001,9
39830,0110100111011001,9
39831,1110100111011001,10
39832,0001100111011001,8
39833,1001100111011001,9
39834,0101100111011001,9
39835,1101100111011001,10
39836,0011100111011001,9
39837,1011100111011001,10
39838,0111100111011001,10
39839,1111100111011001,11
39840,0000010111011001,7
39841,1000010111011001,8
39842,0100010111011001,8
39843,1100010111011001,9
39844,0010010111011001,8
39845,1010010111011001,9
39846,0110010111011001,9
39847,1110010111011001,10
39848,0001010111011001,8
39849,1001010111011001,9
39850,0101010111011001,9
39851,1101010111011001,10
39852,0011010111011001,9
39853,1011010111011001,10
39854,0111010111011001,10
39855,1111010111011001,11
39856,0000110111011001,8
39857,1000110111011001,9
39858,0100110111011001,9
39859,1100110111011001,10
39860,0010110111011001,9
39861,1010110111011001,10
39862,0110110111011001,10
39863,1110110111011001,11
39864,0001110111011001,9
39865,1001110111011001,10
39866,0101110111011001,10
39867,1101110111011001,11
39868,0011110111011001,10
39869,1011110111011001,11
39870,0111110111011001,11
39871,1111110111011001,12
39872,0000001111011001,7
39873,1000001111011001,8
39874,0100001111011001,8
39875,1100001111011001,9
39876,0010001111011001,8
39877,1010001111011001,9
39878,0110001111011001,9
39879,1110001111011001,10
39880,0001001111011001,8
39881,1001001111011001,9
39882,0101001111011001,9
39883,1101001111011001,10
39884,0011001111011001,9
39885,1011001111011001,10
39886,0111001111011001,10
39887,1111001111011001,11
39888,0000101111011001,8
39889,1000101111011001,9
39890,0100101111011001,9
39891,1100101111011001,10
39892,0010101111011001,9
39893,1010101111011001,10
39894,0110101111011001,10
39895,1110101111011001,11
39896,0001101111011001,9
39897,1001101111011001,10
39898,0101101111011001,10
39899,1101101111011001,11
39900,0011101111011001,10
39901,1011101111011001,11
39902,0111101111011001,11
39903,1111101111011001,12
39904,0000011111011001,8
39905,1000011111011001,9
39906,0100011111011001,9
39907,1100011111011001,10
39908,0010011111011001,9
39909,1010011111011001,10
39910,0110011111011001,10
39911,1110011111011001,11
39912,0001011111011001,9
39913,1001011111011001,10
39914,0101011111011001,10
39915,1101011111011001,11
39916,0011011111011001,10
39917,1011011111011001,11
39918,0111011111011001,11
39919,1111011111011001,12
39920,0000111111011001,9
39921,1000111111011001,10
39922,0100111111011001,10
39923,1100111111011001,11
39924,0010111111011001,10
39925,1010111111011001,11
39926,0110111111011001,11
39927,1110111111011001,12
39928,0001111111011001,10
39929,1001111111011001,11
39930,0101111111011001,11
39931,1101111111011001,12
39932,0011111111011001,11
39933,1011111111011001,12
39934,0111111111011001,12
39935,1111111111011001,13
39936,0000000000111001,4
39937,1000000000111001,5
39938,0100000000111001,5
39939,1100000000111001,6
39940,0010000000111001,5
39941,1010000000111001,6
39942,0110000000111001,6
39943,1110000000111001,7
39944,0001000000111001,5
39945,1001000000111001,6
39946,0101000000111001,6
39947,1101000000111001,7
39948,0011000000111001,6
39949,1011000000111001,7
39950,0111000000111001,7
39951,1111000000111001,8
39952,0000100000111001,5
39953,1000100000111001,6
39954,0100100000111001,6
39955,1100100000111001,7
39956,0010100000111001,6
39957,1010100000111001,7
39958,0110100000111001,7
39959,1110100000111001,8
39960,0001100000111001,6
39961,1001100000111001,7
39962,0101100000111001,7
39963,1101100000111001,8
39964,0011100000111001,7
39965,1011100000111001,8
39966,0111100000111001,8
39967,1111100000111001,9
39968,0000010000111001,5
39969,1000010000111001,6
39970,0100010000111001,6
39971,1100010000111001,7
39972,0010010000111001,6
39973,1010010000111001,7
39974,0110010000111001,7
39975,1110010000111001,8
39976,0001010000111001,6
39977,1001010000111001,7
39978,0101010000111001,7
39979,1101010000111001,8
39980,0011010000111001,7
39981,1011010000111001,8
39982,0111010000111001,8
39983,1111010000111001,9
39984,0000110000111001,6
39985,1000110000111001,7
39986,0100110000111001,7
39987,1100110000111001,8
39988,0010110000111001,7
39989,1010110000111001,8
39990,0110110000111001,8
39991,1110110000111001,9
39992,0001110000111001,7
39993,1001110000111001,8
39994,0101110000111001,8
39995,1101110000111001,9
39996,0011110000111001,8
39997,1011110000111001,9
39998,0111110000111001,9
39999,1111110000111001,10
40000,0000001000111001,5
40001,1000001000111001,6
40002,0100001000111001,6
40003,1100001000111001,7
40004,0010001000111001,6
40005,1010001000111001,7
40006,0110001000111001,7
40007,1110001000111001,8
40008,0001001000111001,6
40009,1001001000111001,7
40010,0101001000111001,7
40011,1101001000111001,8
40012,0011001000111001,7
40013,1011001000111001,8
40014,0111001000111001,8
40015,1111001000111001,9
40016,0000101000111001,6
40017,1000101000111001,7
40018,0100101000111001,7
40019,1100101000111001,8
40020,0010101000111001,7
40021,1010101000111001,8
40022,0110101000111001,8
40023,1110101000111001,9
40024,0001101000111001,7
40025,1001101000111001,8
40026,0101101000111001,8
40027,1101101000111001,9
40028,0011101000111001,8
40029,1011101000111001,9
40030,0111101000111001,9
40031,1111101000111001,10
40032,0000011000111001,6
40033,1000011000111001,7
40034,0100011000111001,7
40035,1100011000111001,8
40036,0010011000111001,7
40037,1010011000111001,8
40038,0110011000111001,8
40039,1110011000111001,9
40040,0001011000111001,7
40041,1001011000111001,8
40042,0101011000111001,8
40043,1101011000111001,9
40044,0011011000111001,8
40045,1011011000111001,9
40046,0111011000111001,9
40047,1111011000111001,10
40048,0000111000111001,7
40049,1000111000111001,8
40050,0100111000111001,8
40051,1100111000111001,9
40052,0010111000111001,8
40053,1010111000111001,9
40054,0110111000111001,9
40055,1110111000111001,10
40056,0001111000111001,8
40057,1001111000111001,9
40058,0101111000111001,9
40059,1101111000111001,10
40060,0011111000111001,9
40061,1011111000111001,10
40062,0111111000111001,10
40063,1111111000111001,11
40064,0000000100111001,5
40065,1000000100111001,6
40066,0100000100111001,6
40067,1100000100111001,7
40068,0010000100111001,6
40069,1010000100111001,7
40070,0110000100111001,7
40071,1110000100111001,8
40072,0001000100111001,6
40073,1001000100111001,7
40074,0101000100111001,7
40075,1101000100111001,8
40076,0011000100111001,7
40077,1011000100111001,8
40078,0111000100111001,8
40079,1111000100111001,9
40080,0000100100111001,6
40081,1000100100111001,7
40082,0100100100111001,7
40083,1100100100111001,8
40084,0010100100111001,7
40085,1010100100111001,8
40086,0110100100111001,8
40087,1110100100111001,9
40088,0001100100111001,7
40089,1001100100111001,8
40090,0101100100111001,8
40091,1101100100111001,9
40092,0011100100111001,8
40093,1011100100111001,9
40094,0111100100111001,9
40095,1111100100111001,10
40096,0000010100111001,6
40097,1000010100111001,7
40098,0100010100111001,7
40099,1100010100111001,8
40100,0010010100111001,7
40101,1010010100111001,8
40102,0110010100111001,8
